session_id,user_id,timestamp,page,device,browser,location,session_duration,event_type,referral_source,cart_abandoned,num_clicks,num_add_to_cart,num_checkout,predicted_abandoned,actual_vs_pred
s1691,u304,2025-04-25 10:16:51,Home,Mobile,Firefox,India,170,add_to_cart,Organic,1,,2.0,,1,True
s1692,u21,2025-04-25 10:33:34,Product,Tablet,Firefox,India,186,click,Paid,0,1.0,,,0,True
s1693,u73,2025-04-25 10:09:44,Home,Desktop,Firefox,UK,172,click,Social Media,0,1.0,,,0,True
s1694,u219,2025-04-25 11:10:21,Cart,Desktop,Firefox,India,107,click,Social Media,0,1.0,,,0,True
s1696,u398,2025-04-25 11:32:54,Home,Desktop,Firefox,Germany,90,add_to_cart,Email,1,,1.0,,1,True
s1697,u146,2025-04-25 10:46:06,Product,Tablet,Firefox,UK,288,checkout,Organic,0,,,1.0,0,True
s1699,u93,2025-04-25 11:57:28,Cart,Desktop,Firefox,Germany,244,add_to_cart,Social Media,1,,1.0,,1,True
s170,u479,2025-04-25 10:19:37,Home,Tablet,Safari,India,88,add_to_cart,Organic,0,,2.0,,0,True
s1700,u411,2025-04-25 10:56:40,Cart,Mobile,Firefox,UK,162,click,Email,0,2.0,,,0,True
s1704,u97,2025-04-25 11:48:33,Home,Mobile,Firefox,India,89,click,Organic,1,1.0,,,1,True
s1706,u463,2025-04-25 10:39:04,Product,Tablet,Firefox,USA,222,click,Email,0,2.0,,,0,True
s1708,u251,2025-04-25 11:24:03,Payment,Mobile,Chrome,UK,115,add_to_cart,Social Media,0,,1.0,,1,False
s1709,u78,2025-04-25 10:04:59,Cart,Tablet,Safari,Germany,283,click,Email,0,3.0,,,0,True
s1710,u87,2025-04-25 11:42:23,Cart,Tablet,Safari,USA,209,click,Paid,1,1.0,,,1,True
s1711,u117,2025-04-25 11:11:43,Product,Desktop,Chrome,India,137,checkout,Email,0,,,2.0,0,True
s1714,u360,2025-04-25 10:59:02,Payment,Desktop,Safari,India,281,add_to_cart,Email,1,,1.0,,1,True
s1715,u284,2025-04-25 10:21:42,Cart,Desktop,Chrome,India,66,add_to_cart,Organic,1,,3.0,,1,True
s1724,u318,2025-04-25 10:51:52,Cart,Mobile,Firefox,Germany,268,checkout,Paid,0,,,1.0,0,True
s1725,u153,2025-04-25 10:15:46,Payment,Mobile,Firefox,UK,155,click,Email,0,1.0,,,0,True
s1726,u257,2025-04-25 11:10:00,Home,Mobile,Chrome,India,90,click,Email,0,1.0,,,0,True
s1727,u360,2025-04-25 11:14:47,Cart,Tablet,Safari,USA,111,click,Email,0,2.0,,,0,True
s1728,u126,2025-04-25 11:22:08,Cart,Tablet,Chrome,USA,200,add_to_cart,Organic,1,,1.0,,1,True
s1729,u274,2025-04-25 10:49:48,Home,Desktop,Firefox,Germany,282,checkout,Organic,0,,,2.0,0,True
s173,u19,2025-04-25 11:13:22,Cart,Mobile,Safari,USA,193,checkout,Email,0,,,1.0,0,True
s1732,u285,2025-04-25 10:50:11,Home,Mobile,Safari,USA,266,add_to_cart,Organic,1,,1.0,,1,True
s1733,u41,2025-04-25 10:34:12,Product,Tablet,Safari,UK,92,checkout,Email,0,,,1.0,0,True
s1735,u305,2025-04-25 11:33:37,Payment,Mobile,Firefox,Germany,283,checkout,Paid,0,,,1.0,0,True
s1737,u267,2025-04-25 10:12:25,Cart,Tablet,Safari,Germany,253,checkout,Paid,0,,,1.0,0,True
s1738,u104,2025-04-25 10:59:57,Payment,Desktop,Chrome,Germany,147,add_to_cart,Paid,1,,1.0,,1,True
s1739,u465,2025-04-25 10:09:44,Home,Desktop,Firefox,USA,140,add_to_cart,Email,1,,1.0,,1,True
s174,u271,2025-04-25 11:10:13,Product,Mobile,Chrome,Germany,61,click,Email,0,2.0,,,0,True
s1740,u457,2025-04-25 10:34:36,Cart,Tablet,Firefox,UK,123,add_to_cart,Social Media,1,,1.0,,1,True
s1742,u468,2025-04-25 10:22:02,Payment,Mobile,Safari,USA,104,add_to_cart,Paid,1,,2.0,,1,True
s1743,u167,2025-04-25 10:24:49,Payment,Desktop,Firefox,UK,147,add_to_cart,Email,1,,2.0,,1,True
s1744,u96,2025-04-25 10:09:21,Home,Tablet,Chrome,Germany,90,checkout,Paid,0,,,2.0,0,True
s1745,u376,2025-04-25 10:21:43,Product,Desktop,Safari,India,187,checkout,Social Media,0,,,1.0,0,True
s1746,u236,2025-04-25 11:18:16,Home,Mobile,Safari,Germany,231,click,Paid,0,1.0,,,0,True
s1747,u336,2025-04-25 11:28:52,Product,Mobile,Firefox,USA,165,add_to_cart,Social Media,0,,1.0,,0,True
s1749,u481,2025-04-25 10:44:06,Payment,Mobile,Firefox,India,234,checkout,Social Media,0,,,1.0,0,True
s175,u128,2025-04-25 10:16:10,Payment,Tablet,Safari,USA,258,checkout,Social Media,0,,,2.0,0,True
s1754,u141,2025-04-25 10:14:35,Home,Desktop,Chrome,UK,245,add_to_cart,Social Media,1,,1.0,,1,True
s1755,u46,2025-04-25 10:45:34,Cart,Tablet,Safari,USA,141,add_to_cart,Organic,0,,1.0,,0,True
s1758,u293,2025-04-25 11:42:01,Home,Mobile,Firefox,USA,283,checkout,Social Media,0,,,1.0,0,True
s176,u375,2025-04-25 11:06:21,Home,Tablet,Chrome,USA,228,add_to_cart,Paid,1,,1.0,,1,True
s1760,u36,2025-04-25 10:23:32,Product,Tablet,Safari,Germany,106,checkout,Paid,0,,,2.0,0,True
s1761,u368,2025-04-25 10:31:18,Cart,Desktop,Firefox,UK,165,click,Paid,1,1.0,,,1,True
s1762,u424,2025-04-25 11:35:54,Product,Tablet,Safari,USA,84,checkout,Social Media,0,,,1.0,0,True
s1767,u351,2025-04-25 11:54:29,Product,Mobile,Firefox,India,287,add_to_cart,Social Media,1,,1.0,,1,True
s1769,u342,2025-04-25 10:29:44,Home,Desktop,Safari,Germany,143,click,Paid,0,1.0,,,0,True
s177,u219,2025-04-25 10:53:30,Product,Tablet,Safari,Germany,217,add_to_cart,Email,1,,1.0,,1,True
s1771,u163,2025-04-25 10:15:30,Payment,Mobile,Safari,India,175,click,Social Media,1,1.0,,,1,True
s1773,u204,2025-04-25 10:31:04,Product,Tablet,Safari,USA,181,click,Social Media,0,1.0,,,0,True
s1774,u85,2025-04-25 11:36:33,Home,Tablet,Safari,UK,203,checkout,Organic,0,,,1.0,0,True
s1776,u33,2025-04-25 10:55:34,Cart,Tablet,Safari,India,161,checkout,Paid,0,,,1.0,0,True
s1777,u349,2025-04-25 10:52:06,Cart,Mobile,Chrome,USA,95,click,Email,0,1.0,,,0,True
s1778,u12,2025-04-25 11:43:34,Payment,Mobile,Firefox,USA,81,click,Organic,0,1.0,,,0,True
s1780,u254,2025-04-25 10:17:22,Product,Tablet,Chrome,USA,283,checkout,Organic,0,,,1.0,0,True
s1781,u18,2025-04-25 11:53:50,Payment,Desktop,Safari,USA,78,click,Social Media,0,1.0,,,0,True
s1783,u106,2025-04-25 10:42:17,Payment,Tablet,Safari,Germany,100,checkout,Email,0,,,1.0,0,True
s1784,u106,2025-04-25 10:49:22,Product,Tablet,Firefox,Germany,255,checkout,Social Media,0,,,1.0,0,True
s1786,u345,2025-04-25 10:14:31,Payment,Tablet,Chrome,India,161,click,Organic,1,1.0,,,0,False
s1787,u278,2025-04-25 10:04:54,Home,Desktop,Safari,UK,118,checkout,Organic,0,,,2.0,0,True
s1788,u129,2025-04-25 10:07:07,Payment,Mobile,Safari,India,242,checkout,Organic,0,,,1.0,0,True
s179,u455,2025-04-25 10:14:31,Product,Tablet,Safari,India,70,checkout,Paid,0,,,1.0,0,True
s1793,u54,2025-04-25 10:37:00,Payment,Tablet,Firefox,UK,267,checkout,Organic,0,,,1.0,0,True
s1794,u242,2025-04-25 10:02:09,Cart,Tablet,Safari,UK,71,click,Paid,0,2.0,,,0,True
s1796,u361,2025-04-25 10:40:38,Cart,Tablet,Safari,Germany,253,checkout,Social Media,0,,,1.0,0,True
s1797,u449,2025-04-25 11:33:11,Home,Tablet,Safari,India,249,click,Organic,0,1.0,,,0,True
s1798,u434,2025-04-25 10:57:40,Home,Tablet,Chrome,India,157,click,Organic,0,2.0,,,0,True
s1799,u355,2025-04-25 10:18:29,Cart,Desktop,Chrome,UK,152,add_to_cart,Email,1,,1.0,,1,True
s180,u288,2025-04-25 10:35:03,Home,Desktop,Chrome,UK,153,checkout,Paid,0,,,1.0,0,True
s1802,u250,2025-04-25 10:11:01,Home,Desktop,Chrome,India,240,checkout,Email,0,,,1.0,0,True
s1803,u469,2025-04-25 10:16:15,Payment,Mobile,Firefox,Germany,173,add_to_cart,Organic,1,,1.0,,1,True
s1805,u10,2025-04-25 11:25:43,Product,Tablet,Firefox,USA,229,checkout,Social Media,0,,,1.0,0,True
s1806,u194,2025-04-25 10:47:57,Payment,Desktop,Firefox,USA,101,add_to_cart,Organic,1,,1.0,,1,True
s1807,u473,2025-04-25 10:57:43,Cart,Desktop,Safari,UK,164,checkout,Organic,0,,,1.0,0,True
s1809,u54,2025-04-25 10:22:46,Product,Tablet,Firefox,UK,228,click,Social Media,0,1.0,,,0,True
s1810,u214,2025-04-25 11:02:53,Payment,Mobile,Firefox,Germany,153,add_to_cart,Email,0,,1.0,,1,False
s1813,u321,2025-04-25 10:12:44,Product,Desktop,Safari,USA,256,checkout,Paid,0,,,1.0,0,True
s1814,u218,2025-04-25 11:07:36,Product,Tablet,Safari,Germany,95,checkout,Social Media,0,,,1.0,0,True
s1816,u190,2025-04-25 10:09:24,Product,Desktop,Safari,UK,233,add_to_cart,Paid,1,,1.0,,1,True
s1818,u127,2025-04-25 10:58:22,Payment,Desktop,Safari,Germany,244,add_to_cart,Social Media,1,,1.0,,1,True
s1819,u170,2025-04-25 10:53:23,Payment,Mobile,Firefox,USA,70,checkout,Email,0,,,1.0,0,True
s182,u4,2025-04-25 10:55:54,Cart,Mobile,Chrome,Germany,241,checkout,Paid,0,,,1.0,0,True
s1822,u222,2025-04-25 11:40:17,Cart,Tablet,Firefox,India,83,click,Organic,0,1.0,,,0,True
s1824,u370,2025-04-25 10:25:25,Payment,Mobile,Chrome,India,170,add_to_cart,Paid,1,,1.0,,1,True
s1826,u450,2025-04-25 11:43:40,Cart,Mobile,Firefox,India,293,add_to_cart,Organic,1,,1.0,,1,True
s1827,u89,2025-04-25 10:30:05,Cart,Desktop,Chrome,USA,231,add_to_cart,Social Media,0,,1.0,,0,True
s1828,u474,2025-04-25 10:05:14,Payment,Desktop,Safari,UK,108,checkout,Organic,0,,,1.0,0,True
s1829,u166,2025-04-25 10:35:12,Payment,Desktop,Chrome,USA,121,checkout,Paid,0,,,2.0,0,True
s183,u299,2025-04-25 10:01:06,Payment,Desktop,Firefox,India,154,checkout,Organic,0,,,2.0,0,True
s1830,u435,2025-04-25 11:26:06,Cart,Mobile,Firefox,UK,203,checkout,Organic,0,,,1.0,0,True
s1835,u274,2025-04-25 11:12:01,Home,Mobile,Safari,India,77,add_to_cart,Organic,1,,1.0,,1,True
s1836,u78,2025-04-25 11:56:31,Home,Tablet,Chrome,Germany,264,add_to_cart,Organic,1,,1.0,,1,True
s1837,u255,2025-04-25 10:20:19,Home,Desktop,Safari,Germany,128,click,Email,1,1.0,,,1,True
s1838,u191,2025-04-25 10:02:45,Cart,Mobile,Firefox,UK,275,add_to_cart,Organic,1,,1.0,,1,True
s1839,u299,2025-04-25 10:54:31,Cart,Desktop,Chrome,Germany,83,click,Organic,0,1.0,,,0,True
s1840,u334,2025-04-25 10:26:17,Cart,Tablet,Chrome,India,102,checkout,Organic,0,,,1.0,0,True
s1841,u412,2025-04-25 11:03:31,Cart,Tablet,Safari,USA,78,add_to_cart,Email,1,,1.0,,1,True
s1843,u234,2025-04-25 10:19:21,Home,Tablet,Firefox,Germany,145,click,Paid,0,1.0,,,0,True
s1844,u474,2025-04-25 10:32:02,Cart,Tablet,Firefox,India,237,click,Email,1,1.0,,,1,True
s1845,u307,2025-04-25 10:38:04,Cart,Mobile,Safari,India,230,checkout,Email,0,,,1.0,0,True
s1846,u268,2025-04-25 10:57:30,Payment,Mobile,Firefox,USA,244,add_to_cart,Organic,1,,1.0,,1,True
s1847,u330,2025-04-25 10:07:42,Payment,Mobile,Chrome,UK,189,click,Paid,1,1.0,,,1,True
s1848,u447,2025-04-25 10:55:48,Payment,Tablet,Safari,India,282,checkout,Paid,0,,,1.0,0,True
s1849,u295,2025-04-25 10:07:53,Cart,Mobile,Firefox,UK,244,checkout,Email,0,,,1.0,0,True
s185,u480,2025-04-25 11:52:19,Product,Mobile,Chrome,USA,294,add_to_cart,Email,1,,1.0,,1,True
s1851,u351,2025-04-25 11:22:23,Product,Mobile,Safari,India,273,add_to_cart,Paid,0,,1.0,,0,True
s1852,u217,2025-04-25 10:48:22,Product,Mobile,Safari,USA,242,add_to_cart,Organic,1,,1.0,,1,True
s1853,u201,2025-04-25 11:18:27,Home,Tablet,Safari,Germany,182,add_to_cart,Social Media,1,,1.0,,1,True
s1854,u257,2025-04-25 10:21:02,Product,Mobile,Firefox,UK,258,add_to_cart,Paid,1,,1.0,,1,True
s1855,u301,2025-04-25 11:38:35,Cart,Tablet,Chrome,Germany,166,checkout,Organic,0,,,1.0,0,True
s1856,u398,2025-04-25 10:47:42,Cart,Tablet,Safari,USA,120,click,Paid,0,1.0,,,0,True
s1857,u19,2025-04-25 11:15:18,Cart,Tablet,Safari,Germany,227,click,Email,0,1.0,,,0,True
s1858,u353,2025-04-25 11:28:02,Product,Desktop,Chrome,UK,186,click,Email,0,1.0,,,0,True
s1859,u128,2025-04-25 10:50:28,Payment,Desktop,Chrome,Germany,94,add_to_cart,Social Media,1,,1.0,,1,True
s186,u166,2025-04-25 10:17:24,Product,Mobile,Firefox,UK,186,add_to_cart,Social Media,1,,2.0,,1,True
s1861,u96,2025-04-25 10:37:32,Cart,Mobile,Chrome,India,217,checkout,Paid,0,,,1.0,0,True
s1862,u431,2025-04-25 10:36:12,Cart,Desktop,Chrome,UK,67,add_to_cart,Organic,1,,2.0,,1,True
s1863,u177,2025-04-25 10:01:04,Cart,Tablet,Safari,USA,239,add_to_cart,Social Media,1,,1.0,,1,True
s1865,u368,2025-04-25 11:41:26,Payment,Tablet,Safari,Germany,266,click,Paid,0,1.0,,,0,True
s1866,u125,2025-04-25 10:44:52,Product,Mobile,Chrome,Germany,140,checkout,Organic,0,,,2.0,0,True
s1870,u263,2025-04-25 10:50:59,Home,Tablet,Firefox,India,189,add_to_cart,Social Media,0,,2.0,,0,True
s1871,u231,2025-04-25 11:31:43,Home,Tablet,Firefox,India,65,click,Organic,0,1.0,,,0,True
s1872,u423,2025-04-25 11:05:47,Cart,Tablet,Firefox,India,179,click,Paid,0,1.0,,,0,True
s1873,u370,2025-04-25 10:12:20,Payment,Mobile,Safari,Germany,223,click,Social Media,0,1.0,,,1,False
s1874,u186,2025-04-25 11:29:12,Payment,Tablet,Chrome,Germany,261,add_to_cart,Paid,1,,1.0,,1,True
s1876,u130,2025-04-25 11:08:38,Home,Tablet,Firefox,India,225,add_to_cart,Social Media,1,,1.0,,1,True
s1877,u143,2025-04-25 10:24:46,Payment,Tablet,Firefox,India,180,add_to_cart,Social Media,1,,1.0,,1,True
s1879,u417,2025-04-25 10:10:14,Home,Desktop,Chrome,Germany,267,click,Organic,0,1.0,,,0,True
s188,u383,2025-04-25 11:12:25,Product,Mobile,Firefox,Germany,147,click,Email,0,1.0,,,0,True
s1880,u429,2025-04-25 10:54:52,Home,Desktop,Chrome,USA,219,checkout,Email,0,,,1.0,0,True
s1881,u382,2025-04-25 10:11:04,Product,Desktop,Safari,India,60,add_to_cart,Paid,1,,1.0,,1,True
s1882,u315,2025-04-25 11:20:34,Home,Tablet,Chrome,UK,90,click,Email,0,2.0,,,0,True
s1883,u326,2025-04-25 11:41:36,Home,Mobile,Chrome,India,88,click,Paid,0,1.0,,,0,True
s1884,u211,2025-04-25 11:24:06,Payment,Desktop,Chrome,India,95,click,Social Media,0,1.0,,,0,True
s1885,u442,2025-04-25 11:58:42,Home,Mobile,Chrome,UK,298,add_to_cart,Paid,1,,1.0,,1,True
s1886,u259,2025-04-25 11:56:13,Payment,Mobile,Safari,USA,172,checkout,Organic,0,,,1.0,0,True
s1888,u417,2025-04-25 10:49:20,Home,Tablet,Safari,USA,126,checkout,Social Media,0,,,2.0,0,True
s1889,u231,2025-04-25 11:55:39,Cart,Desktop,Safari,USA,73,add_to_cart,Social Media,1,,1.0,,1,True
s1891,u444,2025-04-25 11:45:57,Product,Mobile,Safari,Germany,136,checkout,Paid,0,,,1.0,0,True
s1892,u202,2025-04-25 10:09:18,Payment,Mobile,Firefox,USA,207,checkout,Email,0,,,2.0,0,True
s1893,u149,2025-04-25 10:00:38,Product,Tablet,Firefox,USA,159,click,Email,0,2.0,,,0,True
s1895,u37,2025-04-25 10:05:02,Product,Mobile,Safari,India,180,checkout,Organic,0,,,1.0,0,True
s1897,u221,2025-04-25 10:38:37,Cart,Tablet,Firefox,UK,171,click,Email,0,1.0,,,0,True
s1898,u196,2025-04-25 10:52:54,Payment,Tablet,Firefox,India,63,checkout,Email,0,,,1.0,0,True
s19,u239,2025-04-25 10:05:03,Cart,Mobile,Safari,USA,164,click,Organic,0,1.0,,,0,True
s1900,u313,2025-04-25 10:28:42,Product,Mobile,Chrome,USA,256,add_to_cart,Paid,1,,1.0,,1,True
s1901,u258,2025-04-25 10:14:29,Cart,Tablet,Firefox,India,132,add_to_cart,Social Media,1,,1.0,,1,True
s1902,u172,2025-04-25 10:38:51,Payment,Tablet,Safari,Germany,287,click,Social Media,0,1.0,,,0,True
s1903,u40,2025-04-25 10:40:51,Product,Tablet,Chrome,Germany,233,checkout,Email,0,,,1.0,0,True
s1905,u1,2025-04-25 10:41:25,Payment,Mobile,Safari,USA,84,click,Email,0,2.0,,,0,True
s1906,u445,2025-04-25 10:16:27,Product,Tablet,Safari,India,222,checkout,Social Media,0,,,1.0,0,True
s1907,u497,2025-04-25 11:43:42,Home,Desktop,Firefox,USA,239,checkout,Organic,0,,,2.0,0,True
s1908,u29,2025-04-25 10:03:35,Product,Tablet,Safari,Germany,234,checkout,Organic,0,,,1.0,0,True
s1909,u340,2025-04-25 10:14:08,Product,Mobile,Chrome,India,250,checkout,Paid,0,,,1.0,0,True
s191,u247,2025-04-25 11:30:01,Product,Tablet,Safari,India,289,checkout,Social Media,0,,,1.0,0,True
s1911,u182,2025-04-25 10:33:57,Payment,Mobile,Firefox,India,288,add_to_cart,Email,1,,1.0,,1,True
s1912,u181,2025-04-25 10:43:01,Cart,Mobile,Firefox,Germany,271,checkout,Email,0,,,1.0,0,True
s1915,u458,2025-04-25 10:09:25,Payment,Desktop,Firefox,Germany,106,click,Social Media,0,1.0,,,0,True
s1916,u217,2025-04-25 10:29:45,Product,Desktop,Chrome,USA,130,add_to_cart,Social Media,1,,1.0,,1,True
s1918,u99,2025-04-25 11:00:41,Home,Desktop,Safari,India,254,add_to_cart,Email,1,,1.0,,1,True
s192,u208,2025-04-25 10:51:46,Payment,Tablet,Firefox,India,223,click,Paid,0,2.0,,,0,True
s1920,u364,2025-04-25 10:28:38,Payment,Tablet,Chrome,UK,100,add_to_cart,Paid,1,,1.0,,1,True
s1922,u105,2025-04-25 10:17:08,Home,Desktop,Safari,USA,120,checkout,Organic,0,,,1.0,0,True
s1923,u220,2025-04-25 10:16:29,Product,Desktop,Chrome,UK,142,click,Organic,0,1.0,,,0,True
s1924,u15,2025-04-25 10:15:44,Cart,Desktop,Safari,UK,69,click,Social Media,0,1.0,,,0,True
s1925,u261,2025-04-25 10:41:02,Payment,Tablet,Firefox,India,211,add_to_cart,Email,0,,2.0,,0,True
s1926,u7,2025-04-25 10:04:55,Home,Tablet,Chrome,Germany,262,add_to_cart,Organic,0,,1.0,,0,True
s1929,u486,2025-04-25 11:17:58,Payment,Tablet,Firefox,USA,272,add_to_cart,Email,1,,1.0,,1,True
s1930,u217,2025-04-25 10:22:55,Product,Desktop,Chrome,India,77,click,Email,1,1.0,,,1,True
s1932,u178,2025-04-25 11:38:11,Cart,Tablet,Chrome,Germany,132,add_to_cart,Organic,1,,1.0,,1,True
s1933,u16,2025-04-25 11:00:25,Product,Desktop,Safari,India,81,add_to_cart,Email,1,,1.0,,1,True
s1934,u349,2025-04-25 10:20:07,Cart,Desktop,Safari,USA,63,click,Organic,0,1.0,,,0,True
s1935,u396,2025-04-25 10:13:13,Product,Mobile,Firefox,UK,72,checkout,Social Media,0,,,1.0,0,True
s1936,u48,2025-04-25 10:22:32,Home,Desktop,Safari,UK,201,add_to_cart,Organic,1,,1.0,,1,True
s1937,u335,2025-04-25 10:35:08,Product,Mobile,Chrome,UK,128,click,Social Media,0,2.0,,,0,True
s1938,u20,2025-04-25 10:41:33,Payment,Desktop,Chrome,USA,287,checkout,Paid,0,,,2.0,0,True
s1939,u467,2025-04-25 10:30:18,Payment,Mobile,Chrome,Germany,73,add_to_cart,Email,1,,1.0,,1,True
s194,u237,2025-04-25 10:13:54,Product,Desktop,Chrome,India,272,click,Paid,0,2.0,,,0,True
s1940,u46,2025-04-25 10:41:55,Product,Tablet,Firefox,India,196,click,Organic,0,1.0,,,0,True
s1941,u157,2025-04-25 10:55:30,Cart,Desktop,Safari,India,79,checkout,Paid,0,,,1.0,0,True
s1942,u465,2025-04-25 11:50:51,Payment,Desktop,Chrome,USA,246,click,Paid,0,1.0,,,0,True
s1944,u86,2025-04-25 10:28:55,Product,Desktop,Chrome,Germany,80,checkout,Social Media,0,,,1.0,0,True
s1946,u387,2025-04-25 11:00:25,Payment,Tablet,Firefox,USA,250,add_to_cart,Social Media,1,,1.0,,1,True
s1947,u370,2025-04-25 10:02:52,Payment,Desktop,Safari,UK,293,add_to_cart,Organic,0,,1.0,,0,True
s1948,u172,2025-04-25 10:00:11,Payment,Tablet,Safari,UK,86,click,Paid,1,1.0,,,1,True
s1949,u418,2025-04-25 10:26:04,Home,Desktop,Chrome,UK,90,click,Paid,0,2.0,,,0,True
s195,u9,2025-04-25 10:53:25,Payment,Desktop,Firefox,UK,110,click,Social Media,0,1.0,,,0,True
s1950,u498,2025-04-25 10:06:16,Payment,Tablet,Safari,Germany,123,add_to_cart,Social Media,1,,1.0,,1,True
s1951,u27,2025-04-25 10:57:42,Payment,Mobile,Chrome,UK,88,add_to_cart,Paid,0,,1.0,,0,True
s1952,u16,2025-04-25 10:19:29,Payment,Desktop,Chrome,India,120,checkout,Email,0,,,2.0,0,True
s1953,u79,2025-04-25 11:33:46,Payment,Desktop,Chrome,India,83,add_to_cart,Organic,1,,1.0,,1,True
s1954,u296,2025-04-25 10:54:42,Home,Desktop,Safari,USA,296,add_to_cart,Paid,1,,1.0,,1,True
s1955,u446,2025-04-25 10:18:47,Cart,Mobile,Firefox,Germany,64,checkout,Email,0,,,1.0,0,True
s1956,u36,2025-04-25 10:44:42,Cart,Desktop,Safari,USA,111,add_to_cart,Paid,1,,1.0,,1,True
s1957,u40,2025-04-25 10:30:39,Payment,Tablet,Safari,India,276,checkout,Organic,0,,,1.0,0,True
s1958,u328,2025-04-25 11:53:54,Payment,Desktop,Safari,UK,166,click,Social Media,0,1.0,,,0,True
s196,u288,2025-04-25 10:23:06,Product,Mobile,Safari,USA,81,click,Social Media,0,1.0,,,0,True
s1960,u89,2025-04-25 11:02:45,Cart,Tablet,Firefox,UK,216,add_to_cart,Paid,0,,1.0,,0,True
s1961,u487,2025-04-25 10:01:31,Product,Desktop,Chrome,India,206,checkout,Social Media,0,,,1.0,0,True
s1962,u69,2025-04-25 10:15:02,Home,Mobile,Firefox,USA,135,add_to_cart,Paid,0,,1.0,,0,True
s1963,u220,2025-04-25 10:27:37,Product,Tablet,Firefox,USA,283,add_to_cart,Organic,1,,1.0,,1,True
s1964,u21,2025-04-25 11:33:11,Cart,Mobile,Chrome,Germany,125,checkout,Email,0,,,2.0,0,True
s1965,u87,2025-04-25 10:44:04,Home,Desktop,Chrome,UK,292,checkout,Email,0,,,2.0,0,True
s1966,u204,2025-04-25 10:00:01,Home,Mobile,Safari,India,192,click,Email,0,2.0,,,0,True
s1968,u446,2025-04-25 11:04:47,Cart,Mobile,Chrome,UK,251,checkout,Organic,0,,,1.0,0,True
s197,u160,2025-04-25 10:48:29,Product,Tablet,Firefox,UK,187,click,Paid,1,1.0,,,1,True
s1971,u486,2025-04-25 10:57:53,Product,Mobile,Firefox,India,163,click,Paid,1,1.0,,,0,False
s1973,u496,2025-04-25 10:53:02,Cart,Desktop,Firefox,India,170,add_to_cart,Paid,0,,1.0,,0,True
s1974,u271,2025-04-25 10:01:43,Home,Mobile,Firefox,UK,67,checkout,Email,0,,,2.0,0,True
s1976,u11,2025-04-25 11:57:04,Payment,Mobile,Firefox,USA,165,click,Social Media,0,1.0,,,0,True
s1978,u275,2025-04-25 11:33:48,Payment,Tablet,Chrome,Germany,136,click,Social Media,0,1.0,,,0,True
s1980,u9,2025-04-25 10:05:03,Cart,Desktop,Firefox,India,163,click,Paid,0,1.0,,,0,True
s1982,u336,2025-04-25 11:35:21,Payment,Desktop,Safari,India,139,checkout,Social Media,0,,,1.0,0,True
s1983,u214,2025-04-25 11:16:05,Product,Mobile,Chrome,UK,112,add_to_cart,Organic,1,,1.0,,1,True
s1987,u396,2025-04-25 10:55:11,Home,Tablet,Safari,Germany,165,click,Paid,1,1.0,,,1,True
s1988,u409,2025-04-25 10:07:38,Payment,Tablet,Safari,USA,122,add_to_cart,Paid,1,,1.0,,1,True
s1989,u388,2025-04-25 11:20:31,Product,Tablet,Chrome,Germany,269,checkout,Social Media,0,,,1.0,0,True
s199,u109,2025-04-25 11:11:18,Home,Mobile,Safari,UK,298,add_to_cart,Social Media,1,,3.0,,1,True
s1991,u254,2025-04-25 10:08:13,Product,Desktop,Safari,USA,179,add_to_cart,Paid,0,,2.0,,0,True
s1992,u445,2025-04-25 10:31:07,Product,Mobile,Safari,Germany,258,add_to_cart,Email,1,,1.0,,1,True
s1993,u473,2025-04-25 10:51:40,Home,Tablet,Firefox,UK,207,click,Organic,0,1.0,,,0,True
s1996,u136,2025-04-25 10:10:30,Product,Tablet,Chrome,UK,181,checkout,Organic,0,,,2.0,0,True
s1997,u55,2025-04-25 11:46:43,Home,Tablet,Chrome,India,102,checkout,Organic,0,,,1.0,0,True
s1998,u209,2025-04-25 11:29:01,Cart,Mobile,Firefox,India,101,add_to_cart,Organic,1,,1.0,,1,True
s1999,u177,2025-04-25 10:13:14,Product,Tablet,Firefox,USA,288,add_to_cart,Paid,0,,1.0,,1,False
s2,u148,2025-04-25 11:02:54,Payment,Tablet,Firefox,Germany,287,checkout,Social Media,0,,,1.0,0,True
s20,u371,2025-04-25 10:01:50,Cart,Tablet,Chrome,USA,209,checkout,Social Media,0,,,1.0,0,True
s200,u413,2025-04-25 10:02:02,Product,Mobile,Safari,India,187,click,Social Media,0,2.0,,,0,True
s2000,u144,2025-04-25 10:43:57,Payment,Desktop,Chrome,UK,256,add_to_cart,Organic,1,,4.0,,1,True
s201,u76,2025-04-25 11:37:09,Payment,Mobile,Chrome,India,75,add_to_cart,Paid,1,,1.0,,1,True
s202,u412,2025-04-25 11:38:38,Payment,Mobile,Chrome,UK,140,add_to_cart,Organic,1,,1.0,,1,True
s205,u146,2025-04-25 11:24:35,Home,Desktop,Firefox,Germany,175,add_to_cart,Email,0,,1.0,,0,True
s206,u427,2025-04-25 10:26:30,Cart,Desktop,Firefox,USA,137,click,Paid,1,1.0,,,0,False
s207,u43,2025-04-25 10:11:14,Home,Desktop,Safari,Germany,186,click,Paid,0,1.0,,,0,True
s208,u372,2025-04-25 10:31:32,Payment,Desktop,Chrome,USA,205,checkout,Paid,0,,,2.0,0,True
s209,u365,2025-04-25 11:13:12,Product,Mobile,Chrome,UK,221,checkout,Social Media,0,,,2.0,0,True
